forward_bids,deviations,hydrogen_productions,up,dw,missing_productions,objectives,missing_production
-8.543746805890724,9.082962492165233,10.0,0.9170375078347668,0.0,0.0,38.753431372549024,0.0
-9.094562049884246,9.927895383217578,10.0,0.07210461678242197,0.0,0.0,50.1416666666666,0.0
-9.07714308454249,10.645770535522882,10.0,0.0,0.6457705355228818,0.0,61.531421294640325,0.0
-9.387727749544737,10.368119906407482,10.0,0.0,0.3681199064074825,0.0,49.80904374215493,0.0
-8.79496018705833,10.363587638038721,10.0,0.0,0.3635876380387213,0.0,60.53501940088694,0.0
-8.479998062015154,9.313331395348488,10.0,0.686668604651512,0.0,0.0,25.85000000000006,0.0
2.2752228103912135,-1.1967914378421947,10.0,11.196791437842194,0.0,0.0,29.752941176470586,0.0
3.391470348356205,-2.2640193679640492,0.0,2.2640193679640492,0.0,0.0,42.36960784313722,0.0
0.9058255196099405,1.8392725196057453,1.8392725196057453,0.0,0.0,0.0,99.66196647108545,0.0
2.293045846656903,1.2363659180489792,1.2363659180489792,0.0,0.0,0.0,135.24191418160018,0.0
-7.399404569044423,9.605286921985599,9.605286921985599,0.0,0.0,0.0,42.12991689211617,0.0
-8.776826474639128,11.080748043266578,10.0,0.0,1.0807480432665777,0.0,36.28838878913654,0.0
-7.713131119161564,9.771954648573328,9.771954648573328,0.0,0.0,0.0,34.29058919544434,0.0
-9.173692423946555,10.791339482770084,10.0,0.0,0.7913394827700841,0.0,8.987971045272658,0.0
-9.03817825826284,10.85190374845892,10.0,0.0,0.8519037484589198,0.0,2.6131391845686807,0.0
-8.734949107193778,10.058478518958484,0.0,0.0,10.058478518958484,0.0,59.730882352941194,0.0
0.3648856706417465,0.5174672705347234,0.0,0.0,0.5174672705347234,0.0,41.05588235294115,0.0
1.847696796191351,-0.818285031485469,0.0,0.818285031485469,0.0,0.0,50.83235294117646,0.0
0.6947168574120877,0.13861647592124537,0.0,0.0,0.13861647592124537,0.0,37.39999999999999,0.0
3.0000986900677997,-2.0197065332050546,0.0,2.0197065332050546,0.0,0.0,43.12745098039217,0.0
0.11130170123536093,1.4573257497450312,0.0,0.0,1.4573257497450312,0.0,61.9921568627451,0.0
-8.299273162584011,10.554175123368324,7.54711999178636,0.0,3.0070551315819642,0.0,71.59298851403486,0.0
-9.525974445813938,11.63381758306884,10.0,0.0,1.63381758306884,0.0,69.85539215686272,0.0
-8.24096575832849,9.368416738720647,10.0,0.6315832612793528,0.0,0.0,45.98578431372546,0.0
-9.410497798170152,9.998733092287798,9.998099638431697,0.0,0.0006334538561016956,0.0,36.89084902516134,0.0
-7.14237347449323,7.632569552924601,7.632569552924601,0.0,0.0,0.0,37.82493756732481,0.0
-9.348035598674858,9.740192461419957,9.740192461419957,0.0,0.0,0.0,52.317828235167894,0.0
-9.717096332486046,9.766115940329183,10.0,0.23388405967081738,0.0,0.0,45.31078431372548,0.0
-9.522078626507408,9.620117842193682,10.0,0.3798821578063176,0.0,0.0,49.69313725490195,0.0
-6.742306866814168,6.889365690343579,10.0,3.1106343096564206,0.0,0.0,51.879411764705864,0.0
-8.788174556531047,8.837194164374184,10.0,1.1628058356258162,0.0,0.0,37.549019607843135,0.0
-9.319201538684188,9.368221146527326,10.0,0.6317788534726745,0.0,0.0,23.717156862745075,0.0
-9.946389083223032,9.946389083223032,10.0,0.053610916776968054,0.0,0.0,5.900000000000031,0.0
0.6130744662269141,-0.6130744662269141,0.0,0.6130744662269141,0.0,0.0,-0.999311379949873,0.0
-7.848874713692625,7.848874713692625,0.0,0.0,7.848874713692625,0.0,0.0,0.0
-9.155654097463927,9.155654097463927,9.155654097463927,0.0,0.0,0.0,1.3733481146196596,0.0
-8.268524796769345,8.268524796769345,8.268524796769345,0.0,0.0,0.0,4.134262398384692,0.0
-6.577120239516333,6.577120239516333,10.0,3.422879760483667,0.0,0.0,5.90000000000002,0.0
-7.974446797381731,8.023466405224868,8.023466405224868,0.0,0.0,0.0,3.798846363397729,0.0
-9.360279120896195,9.752435983641293,0.0,0.0,9.752435983641293,0.0,14.050980392156873,0.0
-0.16205205233550868,1.3385226405708026,0.0,0.0,1.3385226405708026,0.0,44.388235294117635,0.0
3.3027942326025324,-1.9792648208378265,0.0,1.9792648208378265,0.0,0.0,49.605882352941165,0.0
3.7380456808663447,-2.267457445572228,0.0,2.267457445572228,0.0,0.0,53.32352941176467,0.0
3.0811989863401386,-0.8753166333989624,0.0,0.8753166333989624,0.0,0.0,78.41911764705881,0.0
-6.331357101323828,8.537239454265004,10.0,1.4627605457349961,0.0,0.0,79.43970588235294,0.0
-5.666140772515128,8.901434890162186,10.0,1.0985651098378142,0.0,0.0,114.28823529411761,0.0
-3.5109081758913714,7.383457195499215,7.383457195499215,0.0,0.0,0.0,141.9311785716223,0.0
