forward_bids,deviations,hydrogen_productions,up,dw,missing_productions,objectives
-8.543746805890724,9.082962492165233,10.0,0.9170375078347668,0.0,0.0,38.753431372549024
-9.094562049884246,9.927895383217578,10.0,0.07210461678242197,0.0,0.0,50.1416666666666
-9.077143084542486,10.645770535522878,10.0,0.0,0.6457705355228782,0.0,61.53142129464044
-9.38772774954474,10.368119906407486,10.0,0.0,0.36811990640748604,0.0,49.80904374215481
-8.794960187058328,10.36358763803872,10.0,0.0,0.3635876380387195,0.0,60.535019400886995
-8.479998062015154,9.313331395348488,10.0,0.686668604651512,0.0,0.0,25.85000000000006
-7.340220560282782,8.418651932831802,10.0,1.5813480671681983,0.0,0.0,29.75294117647062
3.3914703483562083,-2.2640193679640523,0.0,2.2640193679640523,0.0,0.0,42.36960784313722
-8.551052429547939,11.296150468763624,10.0,0.0,1.2961504687636243,0.0,65.55762396481856
-7.603410987628278,11.13282275233416,10.0,0.0,1.1328227523341603,0.0,85.62054283016641
-8.101787930918253,10.307670283859428,10.0,0.0,0.3076702838594283,0.0,38.42003944287643
-8.781351320037867,11.085272888665317,10.0,0.0,1.0852728886653171,0.0,36.26092297756618
-7.713131119161551,9.771954648573315,10.0,0.22804535142668492,0.0,0.0,33.16176470588237
-9.173521007460211,10.79116806628374,10.0,0.0,0.7911680662837401,0.0,8.988898408463811
-9.038178258262839,10.851903748458916,10.0,0.0,0.8519037484589163,0.0,2.6131391845686096
-8.734949107193778,10.058478518958484,10.0,0.0,0.058478518958484216,0.0,-39.569117647058825
-8.355859999117387,9.238212940293856,10.0,0.761787059706144,0.0,0.0,-72.24411764705887
1.847696796191349,-0.818285031485467,0.0,0.818285031485467,0.0,0.0,50.83235294117646
0.6947168574120917,0.13861647592124138,0.0,0.0,0.13861647592124138,0.0,37.399999999999984
3.0000986900677997,-2.0197065332050546,0.0,2.0197065332050546,0.0,0.0,43.12745098039217
-9.86428574101433,11.432913191994722,10.0,0.0,1.4329131919947216,0.0,18.792156862745053
