forward_bids,deviations,hydrogen_productions,settlements,missing_productions,objectives,missing_production
5.442858221790128,-4.903642535515619,10.0,-14.903642535515619,0.0,100.00740219351826,0.0
-2.6454992676313935,3.4788326009647266,10.0,-6.521167399035273,0.0,281.44747431044783,0.0
10.0,-8.431372549019608,10.0,-18.431372549019606,0.0,787.9333333333333,0.0
9.999999999999998,-9.019607843137253,10.0,-19.01960784313725,0.0,793.5333333333332,0.0
10.0,-8.431372549019608,10.0,-18.431372549019606,0.0,745.1450980392157,0.0
1.9268811523953495,-1.0935478190620165,10.0,-11.093547819062017,0.0,119.92328550564582,0.0
10.0,-8.92156862745098,10.0,-18.92156862745098,0.0,117.17058823529419,0.0
-4.814475500471632,5.941926480863788,10.0,-4.058073519136212,0.0,41.21365807991731,0.0
-4.551189046385247,7.296287085600932,10.0,-2.703712914399068,0.0,86.43691082492782,0.0
-2.8511891735609263,6.3806009382668085,10.0,-3.6193990617331915,0.0,117.31786232999569,0.0
-9.99999999999999,12.205882352941165,10.0,2.205882352941165,0.0,27.220588235294187,0.0
-10.0,12.30392156862745,10.0,2.30392156862745,0.0,28.863725490196003,0.0
-10.0,12.058823529411764,10.0,2.0588235294117645,0.0,22.558823529411754,0.0
-8.961484984214952,10.57913204303848,10.0,0.5791320430384808,0.0,10.136013294220678,0.0
-9.208041438742208,11.021766928938288,10.0,1.0217669289382876,0.0,1.5854669426685035,0.0
-10.0,11.323529411764707,0.0,11.323529411764707,0.0,59.73088235294125,0.0
10.0,-9.11764705882353,0.0,-9.11764705882353,0.0,41.055882352941126,0.0
10.0,-8.970588235294118,0.0,-8.970588235294118,0.0,50.83235294117645,0.0
7.083112617295484,-6.249779283962151,0.0,-6.249779283962151,0.0,37.39999999999998,0.0
1.9533896494551222,-0.9729974925923772,10.0,-10.972997492592377,0.0,-44.77254901960788,0.0
5.6511775907888655,-4.082550139808474,10.0,-14.082550139808474,0.0,18.79215686274506,0.0
-7.011433511081501,9.266335471865814,10.0,-0.7336645281341863,0.0,67.98725490196074,0.0
-9.657292179063784,11.765135316318686,10.0,1.7651353163186858,0.0,69.85539215686275,0.0
-10.0,11.127450980392156,10.0,1.1274509803921564,0.0,45.98578431372544,0.0
4.868531235307719,-4.280295941190072,10.0,-14.280295941190072,0.0,-6.232376095335098,0.0
5.4613155304982195,-4.971119452066848,10.0,-14.971119452066848,0.0,-32.907261506804275,0.0
10.0,-9.607843137254902,10.0,-19.607843137254903,0.0,-71.70980392156878,0.0
9.999999999999998,-9.950980392156861,10.0,-19.95098039215686,0.0,45.310784313725435,0.0
10.0,-9.901960784313726,10.0,-19.901960784313726,0.0,49.6931372549019,0.0
10.0,-9.852941176470589,10.0,-19.852941176470587,0.0,84.8352941176471,0.0
10.0,-9.950980392156863,10.0,-19.950980392156865,0.0,187.18137254901956,0.0
5.360869372140435,-5.311849764297298,10.0,-15.311849764297298,0.0,113.90395197445622,0.0
8.607989876190432,-8.607989876190432,10.0,-18.60798987619043,0.0,65.63164750257147,0.0
-8.387571864977202,8.387571864977202,0.0,8.387571864977202,0.0,13.671742139912851,0.0
-9.99999999999999,9.99999999999999,0.0,9.99999999999999,0.0,33.69999999999993,0.0
9.284046750431713,-9.284046750431713,0.0,-9.284046750431713,0.0,-36.48630372919661,0.0
10.0,-10.0,10.0,-20.0,0.0,-41.0,0.0
10.0,-10.0,10.0,-20.0,0.0,5.899999999999977,0.0
10.0,-9.950980392156863,10.0,-19.950980392156865,0.0,-6.859803921568755,0.0
0.7048758194417204,-0.31271895669662236,10.0,-10.312718956696623,0.0,-4.314900787178203,0.0
10.0,-8.823529411764707,0.0,-8.823529411764707,0.0,44.38823529411758,0.0
10.0,-8.676470588235293,10.0,-18.676470588235293,0.0,26.80588235294124,0.0
8.453125758296068,-6.982537523001951,10.0,-16.98253752300195,0.0,42.72352941176473,0.0
4.844934259310254,-2.6390519063690774,10.0,-12.639051906369078,0.0,74.91911764705884,0.0
-4.293398896647261,6.499281249588437,10.0,-3.500718750411563,0.0,79.43970588235294,0.0
-10.0,13.235294117647058,10.0,3.235294117647058,0.0,114.28823529411764,0.0
-5.998609090748437,9.87115811035628,10.0,-0.12884188964372,0.0,145.87284746850045,0.0
-10.0,13.284313725490197,10.0,3.284313725490197,0.0,157.03529411764708,0.0
-5.972346612745811,9.844895632353655,0.0,9.844895632353655,0.0,181.5073320470634,0.0
1.1542838049026387,2.1790495284306943,0.0,2.1790495284306943,0.0,115.23925699813053,0.0
10.0,-5.882352941176471,0.0,-5.882352941176471,0.0,45.67058823529413,0.0
9.999999999999998,-6.323529411764705,0.0,-6.323529411764705,0.0,-9.89705882352942,0.0
10.0,-5.147058823529412,10.0,-15.147058823529413,0.0,16.40588235294115,0.0
10.0,-5.049019607843137,10.0,-15.049019607843137,0.0,23.335294117647095,0.0
10.0,-2.8921568627450975,10.0,-12.892156862745097,0.0,130.5529411764707,0.0
-3.5786427539920513,9.951191773599895,10.0,-0.04880822640010507,0.0,261.5635236334782,0.0
-0.9068871364890878,6.201004783547911,10.0,-3.798995216452089,0.0,334.29854686724383,0.0
3.3795986787178993,0.9831464193213169,10.0,-9.016853580678683,0.0,309.2534870178267,0.0
10.0,-5.245098039215687,10.0,-15.245098039215687,0.0,276.87254901960785,0.0
0.7269809645102008,5.204391584509407,10.0,-4.795608415490593,0.0,297.755786584451,0.0
10.0,-3.6274509803921573,10.0,-13.627450980392158,0.0,386.12352941176465,0.0
10.0,-2.6470588235294112,10.0,-12.647058823529411,0.0,392.5117647058824,0.0
10.0,-2.9411764705882346,10.0,-12.941176470588236,0.0,388.2352941176471,0.0
9.726733204112325,-3.1581057531319328,10.0,-13.158105753131933,0.0,311.08835545131603,0.0
10.0,-1.9117647058823533,10.0,-11.911764705882353,0.0,287.49705882352947,0.0
9.378814845663474,-0.2611677868399447,10.0,-10.261167786839945,0.0,353.7158319907472,0.0
-10.0,19.068627450980394,10.0,9.068627450980394,0.0,298.811274509804,0.0
-10.0,19.509803921568626,10.0,9.509803921568626,0.0,297.6294117647059,0.0
-10.0,19.313725490196077,10.0,9.313725490196077,0.0,309.5411764705882,0.0
-10.0,19.41176470588235,10.0,9.411764705882351,0.0,294.7176470588235,0.0
-8.955061037880423,18.80800221435101,10.0,8.80800221435101,0.0,291.51764221016776,0.0
-10.0,19.852941176470587,10.0,9.852941176470587,0.0,348.9323529411764,0.0
-2.5904366502409193,12.345338611025232,10.0,2.345338611025232,0.0,349.2867647058824,0.0
4.051243011083973,5.556600126170928,10.0,-4.443399873829072,0.0,347.356862745098,0.0
10.0,-0.8333333333333339,10.0,-10.833333333333334,0.0,346.8666666666667,0.0
9.999999999999998,-0.8823529411764692,10.0,-10.88235294117647,0.0,350.7647058823529,0.0
10.0,-0.7843137254901951,10.0,-10.784313725490195,0.0,348.2274509803922,0.0
10.0,-0.14705882352941302,10.0,-10.147058823529413,0.0,349.5838235294117,0.0
